date,News,curr_econ_CSI,large_supermarket,supermarket
2018-04-01,0.017443417172779085,-0.011560822401076365,0.0028943580263645075,-0.010431578709815703
2018-05-01,0.004833903540885309,0.034289073478632304,-0.01651324556116851,-0.005736153395524468
2018-06-01,-0.03855527651156443,-0.05781957088882628,0.025146392705871712,0.005736153395524468
2018-07-01,-0.11164770900254783,-0.08701137698962924,-0.006708218735118621,0.0009528347552718586
2018-08-01,0.05545996708239631,-0.09531017980432477,-0.035228691883743224,-0.014388737452099676
2018-09-01,0.04918608617796938,-0.08961215868968786,0.012865095796884773,-0.023461486678997723
2018-10-01,-0.15131781674295386,0.04580953603129423,-0.016857117066422234,0.0049334091179558115
2018-11-01,0.07398461333978368,-0.07755823434587406,0.016857117066422234,0.009794397592287396
2018-12-01,-0.014647542440886951,0.0,-0.026907452919924246,-0.004885207566049488
2019-01-01,0.05344460781599292,0.04725288485054513,0.020990275891835886,-0.02178303951611138
2019-02-01,-0.014816620844751327,0.07410797215372256,-0.014947961435873403,-0.016145658501387494
2019-03-01,-0.001253394774492378,0.0,0.008995562908578059,0.02213370034600981
2019-04-01,0.061018012852191994,0.055569851154810834,-0.021116923440922974,-0.011005613836601924
2019-05-01,-0.0715245184087312,-0.06995858860691051,0.014127379259210926,-0.0050428750338618045
2019-06-01,0.0008445946448016883,0.0,-0.04090549834060386,-0.007103023268246744
2019-07-01,-0.061251401147958795,-0.029413885206293955,-0.010493275715838024,-0.0030596658239554486
2019-08-01,-0.07318494161524214,-0.06155789299943315,0.06927412588340509,0.03413986171817296
2019-09-01,0.13780760596460961,0.07637297878457439,-0.03607605647380918,-0.057913591197281455
2019-10-01,-0.025781762503490846,0.05715841383994835,0.003056548482548216,0.030898441551233446
2019-11-01,0.1162229542157478,0.01379332213233564,0.04281390558354836,0.0040485885260004295
2019-12-01,0.015539661576321251,0.013605652055779238,-0.04893637368793158,-0.02144033123786926
2020-01-01,-0.0355306232857906,0.05264373348542151,-0.006160183751457993,0.01434450825639999
2020-02-01,-0.2267768837346349,-0.1670540846631665,0.02542078929327296,0.05251330267226173
2020-03-01,-0.1483265515412695,-0.5520685823000395,-0.04308358613631125,0.005774799493884153
2020-04-01,0.1273254690504766,-0.2035989552412394,0.08149303425118237,-0.011583141089630544
2020-05-01,0.12175187507320828,0.14953173397096364,-0.07106541108892372,0.02398196468648539
2020-06-01,0.09314477881451655,0.2006706954621511,0.029639369434627305,-0.04954874565849199
2020-07-01,0.07265982986687458,0.10763066419236544,-0.032756255074880336,-0.04689952228081484
2020-08-01,-0.06599650384977807,0.09716374845364806,0.020598050595070916,0.006243516639685254
2020-09-01,-0.0008053151230473787,-0.2513144282809061,0.12624189171018152,0.05155259686534208
2020-10-01,0.05438518629680189,0.3227733922630507,-0.12318845422329172,-0.08638461419882049
2020-11-01,0.07529944137604971,0.21622310846963622,-0.004073325387635052,0.033794134521058616
2020-12-01,0.006172859107080875,-0.25131442828090567,0.08599044785552223,0.05652362142459921
2021-01-01,0.005960224498563704,0.0,-0.06678824087158652,-0.05341319901020647
2021-02-01,-0.06414825677220026,0.11778303565638293,0.005988041844622316,-0.01564977166712822
2021-03-01,0.06475979743687166,0.13353139262452274,-0.02213370034600981,-0.019108861698046375
2021-04-01,0.0472501975778723,0.06713930283762881,0.04086268545228666,0.012779726646399148
2021-05-01,-0.03406243053424873,0.09884583463663255,-0.01773445493976844,-0.03226086221822122
2021-06-01,0.025444933156430594,0.10064352577968716,-0.02109570948759565,0.011950169370657626
2021-07-01,-0.00979489381220855,-0.13657553500575048,0.03980625040041996,0.02136833440569852
2021-08-01,-0.06838695775052717,-0.06291382541056922,-0.05206380938650401,-0.03004517843138732
2021-09-01,-0.032317464839533905,0.012903404835907573,0.018330452143983322,0.06942850643176257
2021-10-01,-0.019329766139667193,0.02531780798428951,0.02786249889273673,-0.06725222700916689
2021-11-01,0.061052255993172544,0.012422519998557924,-0.11643458310758792,-0.02754995176823094
2021-12-01,0.006370305513692109,-0.02500130220541763,0.07843000945022638,0.04265271995398745
2022-01-01,-0.07897003393163704,-0.03871451218069044,-0.00921665510492442,0.04603323180597485
2022-02-01,0.0036711470078421016,-0.013245226750020933,-0.10513191810282407,-0.15927626767607084
2022-03-01,0.0,-0.05480823649499467,0.10513191810282407,0.09814026768433948
2022-04-01,0.010360798744591726,0.04138521616285473,-0.011381395490146495,-0.03540192705091627
2022-05-01,-0.01470968213893098,0.0,-0.01890812633683492,-0.009049835519917337
2022-06-01,-0.20645548770360644,-0.20972053098206977,0.004232810552620592,-0.012578782206860595
2022-07-01,0.08016176237931383,-0.33314444652853803,-0.009549144179853641,0.022754110248512482
2022-08-01,0.07175827500072973,0.08894748601649605,0.032514662884541856,0.002247191956905148
2022-09-01,-0.1332830270876162,0.06187540371808753,-0.03678817366192355,-0.02961492053893
2022-10-01,-0.07521429132717916,-0.06187540371808753,0.001070091059844458,0.01605539075329787
2022-11-01,0.10367079355547659,-0.02150620522096336,-0.016172859245600968,-0.0034188067487859186
2022-12-01,-0.062329845898141834,0.10318423623523065,0.04047410792777395,-0.002285715280856415
2023-01-01,0.12250002553452255,0.0,-0.09405835406188068,-0.014985871227804815
2023-02-01,0.03994032253925628,-0.060624621816434576,0.07721585066738346,0.0443002588965804
2023-03-01,-0.035777874563441614,0.08004270767353638,-0.0021253993123133696,-0.0022246950221109785
2023-04-01,0.00943453226898594,0.10919929196499156,0.008474626990972567,0.013274531208695706
2023-05-01,0.0162213802300899,0.0984400728132524,0.005260401399180381,-0.0022002209096019243
2023-06-01,0.05355897038014312,0.07522342123758818,0.0073183808076793255,0.009863093655171795
2023-07-01,0.004418052446804488,0.08338160893905044,0.003120127336243783,-0.017602214648127834
2023-08-01,-0.03144537694326388,-0.04082199452025481,-0.004162336914687259,-0.013408022094433036
2023-09-01,0.018231497664288554,-0.08701137698963013,0.014493007302566419,0.026638645081064283
2023-10-01,-0.055618066957407564,-0.030771658666753687,-0.02814151313412694,-0.031148235587039608
2023-11-01,0.07147343874720224,-0.031748698314579826,0.021955926401416193,0.013468217050866649
2023-12-01,0.010013207660594325,0.07755823434587406,-0.012487154972563808,-0.010084119066625874
2024-01-01,-0.03875651446791206,0.029413885206293955,-0.004197277935340082,-0.00791411705599021
2024-02-01,0.08080816472354169,0.014388737452099676,-0.028801990903706276,-0.004550633563996875
2024-03-01,0.025547330890639763,-0.028987536873252395,0.019293202934679066,0.001139601262933887
2024-04-01,-0.025918388408811666,0.0,-0.007458745287675761,-0.01723190255168916
2024-05-01,0.01501018098334761,-0.014815085785141235,0.026386755173194665,0.01723190255168916
2024-06-01,-0.0006400000218453883,0.05798725765034973,-0.04582581220541648,-0.013761685072681829
2024-07-01,-0.02556641659821679,0.08112554481236867,0.006521762246387119,-0.0034702174790073315
2024-08-01,-0.0707503058175094,-0.05334598070529317,0.028832750091734027,0.021777364923363685
2024-09-01,-0.006364622182051249,-0.027779564107075494,-0.04082199452025481,-0.011402632097811782
2024-10-01,0.017978689452823104,0.027779564107075494,0.009820046180974984,0.010268202027200246
2024-11-01,9.953715232402516e-05,-0.041964199099031596,0.009724549891995338,-0.004550633563996875
2024-12-01,-0.1584230894281733,-0.2972515234679318,-0.021739986636406528,-0.002283106014568048
