date,News,curr_living_CSI,curr_econ_CSI,travel_consume_exp_CSI,durable_consume_exp_CSI,clothes_consume_exp_CSI,eatout_consume_exp_CSI
2010-02-01,-0.07880396341107865,0.0,-0.05942342047080018,0.011428695823623158,0.0,0.009661910911736626,-0.011049836186584727
2010-03-01,0.03903390030807241,0.0,0.020202707317519497,0.01129955525393278,0.0,0.0,0.02197890671877545
2010-04-01,0.03571326240739214,0.0,-0.020202707317519497,0.0,0.010582109330536937,0.019048194970694432,0.0
2010-05-01,-0.04556102502511994,-0.010695289116747553,0.030153038170687374,0.01117330059812538,-0.010582109330536937,0.0,0.02150620522096336
2010-06-01,0.019236647046843025,0.02127739844728449,0.01960847138837618,0.02197890671877545,0.021053409197832273,0.0,0.021053409197832273
2010-07-01,-0.003271540540615625,-0.010582109330536937,0.009661910911736626,0.010810916104215806,0.0,0.0,0.0
2010-08-01,-0.0437238280527934,0.010582109330536937,-0.019418085857101808,-0.010810916104215806,0.0,-0.019048194970694432,-0.010471299867295336
2010-09-01,0.0473582132998569,-0.04301738508369102,-0.05026183478088786,0.0,0.0,0.019048194970694432,0.0
2010-10-01,-0.013881501443763433,0.010929070532190721,-0.05292240145434235,-0.010929070532190721,0.0,0.00938974034983886,0.0
2010-11-01,0.023179695267559808,0.02150620522096336,0.06317890162153184,0.010929070532190721,0.010362787035546717,0.018519047767237673,0.010471299867295336
2010-12-01,0.011347005820799616,-0.010695289116747553,-0.03109058707003154,-0.010929070532190721,-0.010362787035546717,-0.018519047767237673,-0.010471299867295336
2011-01-01,0.029413885206293067,-0.010810916104215806,-0.054067221270275745,0.010929070532190721,0.010362787035546717,0.0,0.0
2011-02-01,-0.1260664723883087,0.0,-0.05715841383994835,-0.02197890671877545,-0.010362787035546717,-0.018868484304382704,-0.02127739844728449
2011-03-01,-0.05150448164704802,-0.0909717782057271,-0.2529965144638915,-0.05715841383994835,-0.031748698314579826,-0.028987536873252395,-0.043963123421116634
2011-04-01,0.10698705118767471,0.023530497410193973,0.10080469912196577,0.04598511324182297,0.0,0.009756174945365181,0.022223136784710107
2011-05-01,-0.03888749705956318,0.022989518224699523,0.1162598061158624,0.022223136784710107,0.02127739844728449,0.02871010588243106,0.021739986636406528
2011-06-01,-0.03068744662077183,-0.011428695823623158,-0.03727139479723185,-0.011049836186584727,-0.010582109330536937,-0.019048194970694432,-0.021739986636406528
2011-07-01,0.053335669407203135,-0.011560822401076365,-0.012739025777429802,0.011049836186584727,0.021053409197832273,-0.009661910911736626,0.010929070532190721
2011-08-01,-0.22389656339798414,-0.011696039763190669,-0.10821358464023234,-0.022223136784710107,-0.021053409197832273,-0.01960847138837618,-0.010929070532190721
2011-09-01,0.03923882105828813,-0.023810648693718406,-0.07410797215372256,0.0,-0.010695289116747553,0.01960847138837618,0.010929070532190721
2011-10-01,0.10017507090746935,0.023810648693718406,0.015267472130788384,-0.034289073478632304,0.0,0.009661910911736626,-0.02197890671877545
2011-11-01,-0.016517357037739266,0.03468555798789019,0.12783337150988494,0.034289073478632304,0.010695289116747553,0.009569451016150587,0.02197890671877545
2011-12-01,0.008396006823190305,-0.03468555798789019,-0.09798040836020316,-0.034289073478632304,-0.02150620522096336,-0.019231361927887214,-0.02197890671877545
2012-01-01,0.056194558343642065,-0.023810648693718406,-0.029852963149681777,-0.011696039763190669,0.0,-0.01960847138837618,-0.03390155167568132
2012-02-01,-0.05063612921008254,0.04706751085798544,0.0444517625708345,0.03468555798789019,0.0,0.0,0.02272825107755594
2012-03-01,0.07854133640274341,0.0,0.05635293655113127,0.02247285585205816,0.0,0.01960847138837618,0.03315220731690083
2012-04-01,-0.021097828964635745,0.011428695823623158,0.06624938554120074,0.011049836186584727,0.010810916104215806,0.009661910911736626,0.02150620522096336
2012-05-01,-0.09435115154604823,0.02247285585205816,0.05001042057466165,0.0,0.0,0.019048194970694432,-0.010695289116747553
2012-06-01,0.0014899960185292827,-0.02247285585205816,-0.1162598061158624,0.0,-0.010810916104215806,-0.02871010588243106,-0.032789822822991255
2012-07-01,-0.0356156060531676,-0.022989518224699523,-0.01379332213233564,-0.03352269203864289,-0.03315220731690083,-0.029558802241544058,0.0
2012-08-01,-0.017790106717407994,0.022989518224699523,-0.04255961441879563,-0.03468555798789019,-0.01129955525393278,-0.020202707317519497,-0.02247285585205816
2012-09-01,0.06345817560256606,-0.022989518224699523,-0.01459879942115272,-0.011834457647003305,0.0,-0.010256500167189486,-0.011428695823623158
2012-10-01,-0.030465720000135477,0.011560822401076365,0.01459879942115272,0.011834457647003305,-0.011428695823623158,0.030459207484708983,-0.011560822401076365
2012-11-01,0.05192264151495429,0.0,-0.01459879942115272,0.011696039763190669,0.011428695823623158,0.0,0.034289073478632304
2012-12-01,0.012086595975303815,-0.023256862164267034,-0.014815085785141235,-0.011696039763190669,0.0,0.0,-0.02272825107755594
2013-01-01,0.0085158665489935,0.03468555798789019,0.0,-0.03593200922606332,0.01129955525393278,-0.030459207484708983,0.0
2013-02-01,-0.0643097297606623,0.01129955525393278,0.029413885206293955,-0.012270092591814219,-0.01129955525393278,-0.020834086902842053,-0.03509131981127034
2013-03-01,0.03407737143576295,0.01117330059812538,0.05635293655113127,0.036367644170874236,0.01129955525393278,0.03109058707003154,0.03509131981127034
2013-04-01,-0.041641704024689474,0.0,0.013605652055779238,0.0,-0.01129955525393278,-0.010256500167189486,-0.011560822401076365
2013-05-01,0.05866383061278224,0.011049836186584727,0.06538275926285131,0.023530497410193973,0.01129955525393278,0.010256500167189486,0.022989518224699523
2013-06-01,-0.08917112461745091,0.0,0.03727139479723185,0.022989518224699523,0.022223136784710107,0.010152371464017484,0.0
2013-07-01,0.06200512019830118,0.021739986636406528,0.0,0.0,-0.011049836186584727,-0.010152371464017484,0.0
2013-08-01,-0.034322073128472574,-0.021739986636406528,-0.012270092591814219,-0.011428695823623158,0.02197890671877545,0.010152371464017484,0.02247285585205816
2013-09-01,0.12278639170463279,-0.022223136784710107,-0.050643732818755005,-0.023256862164267034,-0.010929070532190721,-0.010152371464017484,-0.01117330059812538
2013-10-01,-0.09405063086394261,0.022223136784710107,0.08701137698962924,0.03468555798789019,0.021739986636406528,0.04000533461369837,0.01117330059812538
2013-11-01,0.06456494505650401,0.010929070532190721,0.03509131981127034,0.0,0.02127739844728449,0.019418085857101808,0.0
2013-12-01,-0.045925661976980336,0.0,-0.03509131981127034,-0.011428695823623158,-0.02127739844728449,-0.019418085857101808,0.0
2014-01-01,-0.03301117041570212,0.010810916104215806,0.0,0.044951387862266046,0.010695289116747553,-0.009852296443011,0.02197890671877545
2014-02-01,0.042921440438033365,0.0,0.011834457647003305,0.0,-0.02150620522096336,-0.02000066670666989,-0.02197890671877545
2014-03-01,0.06790342360588397,-0.021739986636406528,0.03468555798789019,0.010929070532190721,0.010810916104215806,0.02000066670666989,0.0
2014-04-01,0.006696026549420253,0.021739986636406528,0.03352269203864289,0.02150620522096336,0.0,0.009852296443011,0.011049836186584727
2014-05-01,-0.018668748499713672,-0.021739986636406528,-0.1801261662305187,-0.04348511193973881,0.010695289116747553,0.0,0.0
2014-06-01,-0.00936866421137239,0.010929070532190721,0.03871451218069044,0.032789822822991255,0.010582109330536937,0.009756174945365181,0.0
2014-07-01,0.02431230214243918,-0.010929070532190721,-0.051959738930711374,0.010695289116747553,-0.02127739844728449,-0.029558802241544058,0.010929070532190721
2014-08-01,0.040691842510179654,0.010929070532190721,0.076961041136129,-0.04348511193973881,0.010695289116747553,0.009950330853167877,0.010810916104215806
2014-09-01,-0.06275156057491138,0.010810916104215806,0.024391453124159135,0.011049836186584727,0.010582109330536937,0.01960847138837618,-0.032789822822991255
2014-10-01,-0.05955519776736118,-0.021739986636406528,-0.049392755329576765,-0.022223136784710107,-0.02127739844728449,-0.009756174945365181,0.0
2014-11-01,0.0887663169897186,-0.011049836186584727,-0.06538275926285131,0.0,0.0,0.0,0.0
2014-12-01,-0.05096830657173346,-0.01117330059812538,-0.04138521616285473,-0.01129955525393278,-0.010810916104215806,-0.019802627296178876,-0.02247285585205816
2015-01-01,0.04448653761973986,0.0,0.04138521616285473,0.02247285585205816,0.02150620522096336,0.0,0.01129955525393278
2015-02-01,0.017630788442455803,0.0,-0.04138521616285473,0.011049836186584727,-0.02150620522096336,-0.010050335853502013,0.01117330059812538
2015-03-01,0.06060804077243631,0.01117330059812538,0.013986241974739855,0.0,0.0,0.010050335853502013,-0.01117330059812538
2015-04-01,0.023423549497838536,0.02197890671877545,0.06713930283762881,0.010929070532190721,0.0,0.0,0.01117330059812538
2015-05-01,-0.055503213035560606,0.010810916104215806,0.025642430613337375,0.02150620522096336,0.02150620522096336,0.0,0.02197890671877545
2015-06-01,-0.08218331022092329,-0.032789822822991255,-0.1950605825713847,-0.05465841253786419,-0.02150620522096336,-0.010050335853502013,-0.04445176257083361
2015-07-01,0.02011942834679914,-0.01117330059812538,-0.031252543504104224,0.043963123421116634,-0.010929070532190721,0.0,0.03352269203864289
2015-08-01,-0.07597823625642697,0.01117330059812538,0.11954515064978288,-0.032789822822991255,0.021739986636406528,0.0,0.0
2015-09-01,0.05427134850293669,0.011049836186584727,0.027779564107075494,0.011049836186584727,0.0,0.02985296314968089,0.0
2015-10-01,0.08759869993071945,0.010929070532190721,0.10398971352404818,0.010929070532190721,0.010695289116747553,0.009756174945365181,0.0
2015-11-01,-0.033860774206169175,0.0,-0.02500130220541763,0.0,0.021053409197832273,0.0,0.021739986636406528
2015-12-01,-0.0472058359902956,-0.010929070532190721,-0.051959738930711374,-0.010929070532190721,-0.031748698314579826,-0.029558802241544058,-0.032789822822991255
2016-01-01,-0.05328382055911529,-0.011049836186584727,-0.09798040836020316,-0.022223136784710107,0.010695289116747553,-0.020202707317519497,-0.01117330059812538
2016-02-01,-0.01795229568373724,0.0,-0.04512043528047016,0.0,-0.02150620522096336,0.0,-0.01129955525393278
2016-03-01,0.09482855382574229,0.011049836186584727,0.05971923470162288,0.03315220731690083,0.010810916104215806,0.010152371464017484,0.01129955525393278
2016-04-01,-0.029628175492788067,0.0,0.06995858860691051,0.010810916104215806,-0.010810916104215806,0.0,0.01117330059812538
2016-05-01,-0.04112804902516132,0.0,-0.055569851154810834,-0.010810916104215806,-0.010929070532190721,-0.010152371464017484,-0.01117330059812538
2016-06-01,-0.05888750686243682,0.0,-0.028987536873252395,0.0,0.010929070532190721,0.0,0.0
2016-07-01,0.1416153343977289,0.0,0.0431721718652085,0.0320883145515003,0.010810916104215806,0.0,0.01117330059812538
2016-08-01,-0.06631720284141984,0.0,0.04138521616285473,-0.04301738508369102,0.010695289116747553,0.020202707317519497,0.02197890671877545
2016-09-01,-0.08865890006200594,0.0,-0.027398974188114877,0.010929070532190721,0.0,0.019802627296178876,0.0
2016-10-01,0.011714135497380873,0.010929070532190721,0.0,-0.010929070532190721,0.010582109330536937,0.0,-0.010929070532190721
2016-11-01,0.000988305137271439,-0.02197890671877545,-0.1823215567939549,-0.03352269203864289,-0.04301738508369102,-0.04000533461369837,-0.03352269203864289
2016-12-01,0.031865308791134694,-0.01117330059812538,-0.08701137698962924,0.01129955525393278,-0.011049836186584727,-0.010256500167189486,0.0
2017-01-01,0.04510792754130577,-0.02272825107755594,-0.07550755250814545,0.01117330059812538,0.0,-0.010362787035546717,-0.011428695823623158
2017-02-01,-0.004277427847778625,0.011428695823623158,0.07550755250814545,0.0,0.0,0.010362787035546717,-0.011560822401076365
2017-03-01,0.026985125137785282,0.01129955525393278,0.07020425867324853,0.032789822822991255,0.02197890671877545,0.010256500167189486,0.034289073478632304
2017-04-01,0.12891365407703415,0.01117330059812538,0.15656906069153997,0.031748698314579826,0.010810916104215806,0.020202707317519497,0.01117330059812538
2017-05-01,0.014220303791169897,0.02197890671877545,0.17261274266699367,0.010362787035546717,0.031748698314579826,0.009950330853167877,0.032789822822991255
2017-06-01,-0.038976231633661484,0.02150620522096336,0.12588024588900293,0.010256500167189486,0.0,0.0,0.0
2017-07-01,-0.0006268189146352299,0.010582109330536937,0.031748698314579826,0.010152371464017484,0.010362787035546717,0.0,0.010695289116747553
2017-08-01,-0.153121113273321,-0.010582109330536937,-0.031748698314579826,-0.04124295853404902,-0.010362787035546717,-0.009950330853167877,0.010582109330536937
2017-09-01,0.05533564028212279,0.0,-0.06669137449867257,0.0,0.0,0.029558802241544058,-0.010582109330536937
2017-10-01,0.0837134385081102,0.0,0.044951387862266046,0.0,0.0,0.0,-0.010695289116747553
2017-11-01,0.06506073214538599,0.021053409197832273,0.07410797215372256,0.020834086902842053,0.010362787035546717,0.0,0.010695289116747553
